ags,municipality,airport,conveyance_capacity_inland_pkm,transport_capacity_inland_tkm,flight_kilometer_inland_km,flight_kilometer_share_inland,eev_kerosene_inland_mwh,eev_petrol_inland_mwh,ghg_inland_tco2e,conveyance_capacity_overseas_pkm,transport_capacity_overseas_tkm,flight_kilometer_overseas_km,flight_kilometer_share_overseas,eev_kerosene_overseas_mwh,ghg_overseas_tco2e,sum_ghg_tco2e
09679146,Hettstadt,Hettstadt b. Würzburg,35218.81163,4.19271567,2626.74643,0.000838543,196.5337646,2.597843997,52.48485555,0,0,0,0,0,0,52.48485555
09761000,Augsburg,Augsburg,495103.4203,58.94088337,36926.60489,0.011788177,2762.856967,36.52029665,737.8281748,0,0,0,0,0,0,737.8281748
09771155,Petersdorf,Ansbach-Petersdorf,55971.76066,6.66330484,4174.576474,0.001332661,312.3427602,4.128643066,83.41195053,0,0,0,0,0,0,83.41195053
09772200,Schwabmünchen,Schwabmünchen,42451.74292,5.05377892,3166.204622,0.001010756,236.8961492,3.131366461,63.26373584,0,0,0,0,0,0,63.26373584
09774135,Günzburg,Günzburg-Donauried,122774.3723,14.6159967,9156.957011,0.002923199,685.125604,9.056201821,182.9645833,0,0,0,0,0,0,182.9645833
09774185,Thannhausen,Thannhausen,40930.97275,4.872734852,3052.780079,0.000974547,228.4096991,3.019189943,60.99740717,0,0,0,0,0,0,60.99740717
09775129,Illertissen,Illertissen,32103.08738,3.821796116,2394.364439,0.000764359,179.1468913,2.368018935,47.84164558,0,0,0,0,0,0,47.84164558
09775164,Weißenhorn,Weißenhorn,42470.2889,5.055986774,3167.587848,0.001011197,236.9996425,3.132734467,63.291374,0,0,0,0,0,0,63.291374
09776130,Weißensberg,Wildberg b. Lindau,47663.16265,5.67418603,3554.891166,0.001134837,265.9777647,3.515776236,71.03005728,0,0,0,0,0,0,71.03005728
09778116,Bad Wörishofen,Bad Wörishofen-Nord,183920.4607,21.89529294,13717.45358,0.004379059,1026.342993,13.56651865,274.087579,0,0,0,0,0,0,274.087579
09778171,Memmingerberg,Memmingen,68564.47951,8.162438037,131323.787,0.002787641,9825.675581,129.8788143,2623.972346,990000000,21000,6272375,0.004290735,486367.8689,128265.7126,130889.6849
09778204,Tussenhausen,Mindelheim-Mattsies,32956.20235,3.923357422,2457.992841,0.000784671,183.9075828,2.430947226,49.1130007,0,0,0,0,0,0,49.1130007
09779149,Genderkingen,Donauwörth-Genderkingen,183456.8113,21.84009658,13682.87292,0.004368019,1023.755661,13.53231849,273.3966251,0,0,0,0,0,0,273.3966251
09779194,Nördlingen,Nördlingen,35218.81163,4.19271567,2626.74643,0.000838543,196.5337646,2.597843997,52.48485555,0,0,0,0,0,0,52.48485555
09780120,Durach,Kempten-Durach,218341.7953,25.99307087,16284.72128,0.005198614,1218.426546,16.10553837,325.3839939,0,0,0,0,0,0,325.3839939
10000000,Saarland,Saarland,41250741.62,29.85019266,1089098.217,0.015766989,81486.57606,1077.114728,21761.20313,189000000,36000,1367496,0.000935461,106037.3647,27964.34347,49725.5466
10041100,Saarbrücken,Saarbrücken,41045085.27,5.367294257,1073759.623,0.010870409,80338.93892,1061.944906,21454.72363,189000000,36000,1367496,0.000935461,106037.3647,27964.34347,49419.0671
10044121,Wallerfangen,Saarlouis-Düren,139317.3844,16.5854029,10390.79472,0.003317081,777.4416219,10.27646346,207.6178172,0,0,0,0,0,0,207.6178172
10045111,Bexbach,Neunkirchen-Bexbach,66338.96218,7.897495498,4947.799884,0.001579499,370.1955114,4.893358597,98.86167895,0,0,0,0,0,0,98.86167895
11000000,Berlin,Berlin-Tegel,58364.19178,6.948118069,4353.012646,0.001389624,325.6933951,4.305115881,86.97727247,0,0,0,0,0,0,86.97727247
12000000,Brandenburg,Brandenburg,80277928.26,1455271.182,1377120.133,0.065285665,103036.4412,1361.967501,27516.15095,8415000000,3447000,59237642,0.040522608,4593361.478,1211368.638,1238884.789
12051000,Brandenburg an der Havel,Brandenburg-Mühlenfeld,52262.56512,6.221733943,3897.931247,0.001244347,291.6441015,3.855041802,77.88431962,0,0,0,0,0,0,77.88431962
12060052,Eberswalde,Eberswalde Finow,45567.46718,5.424698473,3398.586613,0.00108494,254.2830225,3.361191522,67.90694581,0,0,0,0,0,0,67.90694581
12060280,Werneuchen,Werneuchen,7696.58074,0.916259612,574.0388459,0.000183252,42.94971687,0.567722622,11.46983415,0,0,0,0,0,0,11.46983415
12061217,Heidesee,Friedersdorf,40393.1394,4.808707072,3012.666521,0.000961741,225.4083936,2.979517759,60.19590068,0,0,0,0,0,0,60.19590068
12061433,Schönefeld,Berlin-Schönefeld,78076854.53,1455009.149,1212956.089,0.012879148,90753.65016,1199.609775,24235.99949,8415000000,3447000,59237642,0.040522608,4593361.478,1211368.638,1235604.638
12062140,Finsterwalde,Finsterwalde,21198.0525,2.523577678,1581.027472,0.000504716,118.2928346,1.563631221,31.59041069,0,0,0,0,0,0,31.59041069
12062293,Lichterfeld-Schacksdorf,Finsterwalde-Schacksdorf,4636.494422,0.551963622,345.8065337,0.000110393,25.87332341,0.342001579,6.909538646,0,0,0,0,0,0,6.909538646
12062341,Mühlberg/Elbe,Falkenberg-Lönnewitz,7733.672695,0.920675321,576.8052981,0.000184135,43.15670345,0.570458634,11.52511046,0,0,0,0,0,0,11.52511046
12063228,Paulinenaue,Bienenfarm,85459.86518,10.17379347,6373.906028,0.002034759,476.8970972,6.303773111,127.3566163,0,0,0,0,0,0,127.3566163
12063293,Stechow-Ferchesar,Stechow-Ferchesar,32010.35749,3.810756844,2387.448308,0.000762151,178.6294248,2.361178904,47.70345481,0,0,0,0,0,0,47.70345481
12064317,Müncheberg,Eggersdorf/Müncheberg,75018.47974,8.930771398,5595.149715,0.001786154,418.6303728,5.533585554,111.7963353,0,0,0,0,0,0,111.7963353
12064340,Neuhardenberg,Neuhardenberg,47496.24886,5.65431534,3542.442131,0.001130863,265.046325,3.503464179,70.78131389,0,0,0,0,0,0,70.78131389
12064472,Strausberg,Strausberg,371958.1285,44.28072958,27741.98336,0.008856146,2075.661498,27.4367347,554.3108283,0,0,0,0,0,0,554.3108283
12065100,Gransee,Gransee,29729.20223,3.539190742,2217.311494,0.000707838,165.8997497,2.192914127,44.3039618,0,0,0,0,0,0,44.3039618
12066202,Luckaitztal,Bronkow,43583.04756,5.188458043,3250.581416,0.001037692,243.2092401,3.214814846,64.94966327,0,0,0,0,0,0,64.94966327
12067458,Siehdichum,Eisenhüttenstadt,58252.91591,6.934870942,4344.713289,0.001386974,325.0724354,4.296907843,86.81144355,0,0,0,0,0,0,86.81144355
12068117,Fehrbellin,Ruppiner Land,130563.6829,15.54329558,9737.911988,0.003108659,728.5927873,9.630764475,194.5726083,0,0,0,0,0,0,194.5726083
12068264,Kyritz,Kyritz,192729.8001,22.94402382,14374.48599,0.004588805,1075.502308,14.21632165,287.2157024,0,0,0,0,0,0,287.2157024
12068468,Wittstock/Dosse,Wittstock/Berlinchen,51075.62255,6.080431256,3809.404775,0.001216086,285.0205307,3.767489398,76.11547772,0,0,0,0,0,0,76.11547772
12068477,Wusterhausen/Dosse,Segeletz,2336.793189,0.278189665,174.286493,5.56379E-05,13.040155,0.172368796,3.482407478,0,0,0,0,0,0,3.482407478
12069249,Groß Kreutz (Havel),Groß-Kreutz,1613.500059,0.19208334,120.3406737,3.84167E-05,9.003916548,0.11901655,2.404519449,0,0,0,0,0,0,2.404519449
12069454,Nuthetal,Saarmund,40689.87504,4.844032743,3034.798139,0.000968807,227.0642863,3.00140586,60.63811116,0,0,0,0,0,0,60.63811116
12071193,Jänschwalde,Cottbus-Drewitz,11739.60388,1.39757189,875.5821432,0.000279514,65.51125488,0.865947999,17.49495185,0,0,0,0,0,0,17.49495185
12071301,Neuhausen/Spree,Neuhausen,35515.54727,4.228041342,2648.878048,0.000845608,198.1896573,2.619732098,52.92706603,0,0,0,0,0,0,52.92706603
12071408,Welzow,Spremberg-Welzow,46494.76606,5.535091198,3467.74792,0.001107018,259.4576872,3.429591838,69.28885354,0,0,0,0,0,0,69.28885354
12072297,Niedergörsdorf,Oehna,185849.2424,22.12490981,13861.3091,0.004424982,1037.106296,13.70879131,276.9619471,0,0,0,0,0,0,276.9619471
12072298,Niederer Fläming,Reinsdorf,129803.2978,15.45277355,9681.199716,0.003090555,724.3495623,9.574676216,193.4394439,0,0,0,0,0,0,193.4394439
12072426,Trebbin,Schönhagen,416283.0152,49.5575018,31047.89382,0.0099115,2323.010469,30.7062698,620.3660178,0,0,0,0,0,0,620.3660178
12073440,Pinnow,Pinnow,33382.75984,3.974138076,2489.807042,0.000794828,186.2879286,2.462411371,49.74867825,0,0,0,0,0,0,49.74867825
13000000,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,19110125.13,132.1577539,921378.15,0.034106775,68937.72251,911.2401062,18409.99899,222000000,143000,1848183,0.001264284,143310.441,37794.05878,56204.05777
13071087,Lärz,Rechlin-Lärz/Müritz Airpark,27967.33435,3.329444566,2085.905011,0.000665889,156.0678868,2.062953527,41.67833711,0,0,0,0,0,0,41.67833711
13071145,Trollenhagen,Neubrandenburg,89836.71591,10.69484713,6700.347396,0.002138969,501.3215145,6.626622602,133.8792208,0,0,0,0,0,0,133.8792208
13072043,Güstrow,Güstrow,32418.369,3.859329642,2417.879283,0.000771866,180.9062773,2.391275043,48.31149421,0,0,0,0,0,0,48.31149421
13072062,Laage,Rostock-Laage,18295938.17,35.23073404,860653.1394,0.014721371,64394.26343,851.1832609,17196.65636,222000000,143000,1848183,0.001264284,143310.441,37794.05878,54990.71515
13072088,Rövershagen,Purkshof (Rostock),52281.1111,6.223941797,3899.314474,0.001244788,291.7475948,3.856409809,77.91195777,0,0,0,0,0,0,77.91195777
13073009,Barth,Barth,58883.47915,7.009937995,4391.742977,0.001401988,328.5912074,4.343420058,87.7511408,0,0,0,0,0,0,87.7511408
13073021,Dreschvitz,Rügen-Güttin,74035.54292,8.81375511,5521.838729,0.001762751,413.1452283,5.461081219,110.3315131,0,0,0,0,0,0,110.3315131
13073051,Löbnitz,Roitzschjora,50389.42137,5.99874064,3758.225408,0.001199748,281.1912789,3.716873164,75.092866,0,0,0,0,0,0,75.092866
13073088,Stralsund,Stralsund,16969.56958,2.020186855,1265.651913,0.000404037,94.69636369,1.25172578,25.28891144,0,0,0,0,0,0,25.28891144
13074087,Wismar,Wismar-Müggenburg,17321.94316,2.06213609,1291.93321,0.000412427,96.66273627,1.2777179,25.81403638,0,0,0,0,0,0,25.81403638
13075005,Anklam,Anklam,82325.59495,9.800666066,6140.140812,0.001960133,459.4067305,6.072580043,122.6857682,0,0,0,0,0,0,122.6857682
13075090,Mellenthin,Mellenthin,20771.49501,2.472797025,1549.213271,0.000494559,115.9124889,1.532167075,30.95473313,0,0,0,0,0,0,30.95473313
13075105,Pasewalk,Pasewalk/Franzfelde,90819.65273,10.81186342,6773.658381,0.002162373,506.806659,6.699126936,135.344043,0,0,0,0,0,0,135.344043
13075106,Peenemünde,Peenemünde,29024.45508,3.455292271,2164.748901,0.000691058,161.9670046,2.140929887,43.25371192,0,0,0,0,0,0,43.25371192
13075134,Tutow,Tutow,463.6494422,0.055196362,34.58065337,1.10393E-05,2.587332341,0.034200158,0.690953865,0,0,0,0,0,0,0.690953865
13075152,Zirchow,Heringsdorf,55025.9158,6.550704261,4104.031941,0.001310141,307.0646023,4.058874744,82.00240465,0,0,0,0,0,0,82.00240465
13076105,Neustadt-Glewe,Neustadt-Glewe,82900.52026,9.869109555,6183.020822,0.001973822,462.6150226,6.114988239,123.542551,0,0,0,0,0,0,123.542551
13076108,Parchim,Schwerin-Parchim,32752.19659,3.899071023,2442.777354,0.000779814,182.7691566,2.415899157,48.80898099,0,0,0,0,0,0,48.80898099
14000000,Sachsen,Sachsen,314634661,15292194.6,5221603.935,0.085596044,390681.5927,5164.149947,104332.5405,2894000000,1935056000,60933565,0.041682736,4724865.486,1246049.086,1350381.626
14521310,Jahnsdorf/Erzgeb.,Chemnitz-Jahnsdorf,92025.14128,10.95537396,6863.56808,0.002191075,513.5337231,6.788047347,137.140523,0,0,0,0,0,0,137.140523
14522430,Oberschöna,Langhennersdorf,32344.18509,3.850498224,2412.346379,0.0007701,180.4923041,2.385803018,48.20094159,0,0,0,0,0,0,48.20094159
14523020,Auerbach/Vogtl.,Auerbach,59050.39295,7.029808685,4404.192013,0.001405962,329.522647,4.355732115,87.99988419,0,0,0,0,0,0,87.99988419
14524330,Zwickau,Zwickau,94807.03793,11.28655213,7071.052,0.00225731,529.0577172,6.993248295,141.2862462,0,0,0,0,0,0,141.2862462
14612000,Dresden,Dresden,192075389.4,19008.97493,2454381.814,0.024207577,183637.405,2427.375932,49040.84899,755000000,240000,6857308,0.004690869,531724.3115,140227.1862,189268.0352
14625160,Großdubrau,Klix,76743.25567,9.136101865,5723.789745,0.00182722,428.2552491,5.660810141,114.3666837,0,0,0,0,0,0,114.3666837
14625240,Hoyerswerda,Nardt,31769.25978,3.782054735,2369.466369,0.000756411,177.284012,2.343394822,47.3441588,0,0,0,0,0,0,47.3441588
14625250,Kamenz,Kamenz,148071.0858,17.62751022,11043.67746,0.003525502,826.2904565,10.92216244,220.6630262,0,0,0,0,0,0,220.6630262
14625290,Kubschütz,Bautzen,84476.92836,10.05677719,6300.595043,0.002011355,471.4119526,6.231268776,125.8917941,0,0,0,0,0,0,125.8917941
14626110,Görlitz,Görlitz,42099.36935,5.011829684,3139.923326,0.001002366,234.9297766,3.105374341,62.7386109,0,0,0,0,0,0,62.7386109
14626480,Rothenburg/O.L.,Rothenburg/Görlitz,26335.28831,3.135153371,1964.181111,0.000627031,146.960477,1.942568971,39.24617951,0,0,0,0,0,0,39.24617951
14627060,Großenhain,Großenhain,311887.7068,37.1294889,23261.71391,0.007425898,1740.446719,23.00576224,464.7908456,0,0,0,0,0,0,464.7908456
14627230,Riesa,Riesa-Göhlis,122273.6309,14.55638463,9119.609906,0.002911277,682.3312851,9.019265651,182.2183532,0,0,0,0,0,0,182.2183532
14628270,Pirna,Pirna-Pratzschwitz,174981.2995,20.83110708,13050.73858,0.004166221,976.4592256,12.9071396,260.7659885,0,0,0,0,0,0,260.7659885
14729040,Böhlen,Böhlen,33846.40928,4.029334438,2524.387696,0.000805867,188.8752609,2.496611529,50.43963212,0,0,0,0,0,0,50.43963212
14730230,Oschatz,Oschatz,49851.58802,5.93471286,3718.11185,0.001186943,278.1899733,3.677200981,74.29135952,0,0,0,0,0,0,74.29135952
14730270,Schkeuditz,Leipzig/Halle,121070697.3,15273008.42,2656198.858,0.02594622,198737.402,2626.972356,53073.34268,2139000000,1934816000,54076257,0.036991867,4193141.175,1105821.9,1158895.242
14730300,Taucha,Taucha,108011.774,12.85854453,8055.909008,0.002571709,602.7449422,7.967268793,160.9646123,0,0,0,0,0,0,160.9646123
15000000,Sachsen-Anhalt,Sachsen-Anhalt,1136794.248,135.3326486,84786.22915,0.02706653,6343.724928,83.85331523,1694.108323,0,0,0,0,0,0,1694.108323
15001000,Dessau-Roßlau,Dessau,53857.5192,6.411609429,4016.888695,0.001282322,300.5445248,3.972690346,80.26120091,0,0,0,0,0,0,80.26120091
15003000,Magdeburg,Magdeburg,308215.6032,36.69233371,22987.83513,0.007338467,1719.955047,22.73489699,459.318491,0,0,0,0,0,0,459.318491
15081135,Gardelegen,Gardelegen,14521.50053,1.728750063,1083.066063,0.00034575,81.03524893,1.071148947,21.64067504,0,0,0,0,0,0,21.64067504
15081455,Salzwedel,Klein-Gartz,15541.5293,1.85018206,1159.143501,0.000370036,86.72738008,1.146389294,23.16077354,0,0,0,0,0,0,23.16077354
15082015,Bitterfeld-Wolfen,Bitterfeld,463.6494422,0.055196362,34.58065337,1.10393E-05,2.587332341,0.034200158,0.690953865,0,0,0,0,0,0,0.690953865
15082180,Köthen (Anhalt),Köthen,14465.8626,1.722126499,1078.916385,0.000344425,80.72476905,1.067044928,21.55776058,0,0,0,0,0,0,21.55776058
15082430,Zerbst/Anhalt,Zerbst,10107.55784,1.203280695,753.8582434,0.000240656,56.40384504,0.745563443,15.06279425,0,0,0,0,0,0,15.06279425
15083415,Oschersleben (Bode),Oschersleben,5730.707105,0.682227036,427.4168756,0.000136445,31.97942774,0.422713952,8.540189766,0,0,0,0,0,0,8.540189766
15084590,Zeitz,Sprossen,8827.885379,1.050938736,658.4156401,0.000210188,49.26280778,0.651171007,13.15576158,0,0,0,0,0,0,13.15576158
15085040,Ballenstedt,Ballenstedt,141394.5339,16.83268261,10545.71605,0.003366537,789.0328708,10.42968016,210.7132905,0,0,0,0,0,0,210.7132905
15085160,Hedersleben,Oberrißdorf,3319.730006,0.395205953,247.5974781,7.90412E-05,18.52529956,0.244873131,4.94722967,0,0,0,0,0,0,4.94722967
15085227,Nordharz,Abbenrode,1149.850617,0.136886978,85.76002035,2.73774E-05,6.416584207,0.084816392,1.713565584,0,0,0,0,0,0,1.713565584
15087015,Allstedt,Allstedt,16913.93165,2.013563292,1261.502235,0.000402713,94.38588381,1.247621761,25.20599698,0,0,0,0,0,0,25.20599698
15088195,Landsberg,Halle-Oppin,238260.1753,28.36430659,17770.30615,0.005672861,1329.578344,17.57477716,355.0673719,0,0,0,0,0,0,355.0673719
15088220,Merseburg,Merseburg,35330.08749,4.205962797,2635.045786,0.000841193,197.1547244,2.606052035,52.65068448,0,0,0,0,0,0,52.65068448
15089015,Aschersleben,Aschersleben,17785.5926,2.117332453,1326.513863,0.000423466,99.25006861,1.311918058,26.50499025,0,0,0,0,0,0,26.50499025
15089026,Barby,Schönebeck,16357.55232,1.947327657,1220.005451,0.000389466,91.281085,1.206581572,24.37685234,0,0,0,0,0,0,24.37685234
15089175,Hecklingen,Magdeburg-Cochstedt,4914.684087,0.585081439,366.5549257,0.000117016,27.42572282,0.362521674,7.324110965,0,0,0,0,0,0,7.324110965
15090310,Klietz,Klietz/Scharlibbe,46680.22584,5.557169743,3481.580181,0.001111434,260.4926201,3.443271901,69.56523509,0,0,0,0,0,0,69.56523509
15090535,Stendal,Stendal-Borstel,182956.0699,21.78048451,13645.52582,0.004356097,1020.961342,13.49538232,272.650395,0,0,0,0,0,0,272.650395
16000000,Thüringen,Thüringen,1026760.963,122.2334479,230186.5485,0.025852598,17222.60986,227.6537759,4599.342979,314000000,1243000,2973913,0.00203436,230600.965,60814.45546,65413.79844
16051000,Erfurt,Erfurt,30916.1448,3.680493429,155912.838,0.002142007,11665.43396,154.1973087,3115.28463,314000000,1243000,2973913,0.00203436,230600.965,60814.45546,63929.74009
16052000,Gera,Gera-Leumnitz,74610.46823,8.882198599,5564.71874,0.00177644,416.3535204,5.503489415,111.1882959,0,0,0,0,0,0,111.1882959
16054000,Suhl,Suhl-Goldlauter,18861.25931,2.245388013,1406.740979,0.000449078,105.2526796,1.391262425,28.10800321,0,0,0,0,0,0,28.10800321
16061045,Heilbad Heiligenstadt,Eichsfeld Heilbad Heiligenstadt ,55285.55948,6.581614224,4123.397107,0.001316323,308.5135084,4.078026832,82.38933881,0,0,0,0,0,0,82.38933881
16062041,Nordhausen,Nordhausen,27856.05849,3.316197439,2077.605654,0.000663239,155.4469271,2.054745489,41.51250818,0,0,0,0,0,0,41.51250818
16063098,Hörselberg-Hainich,Eisenach-Kindel,137091.8671,16.32046036,10224.80759,0.003264092,765.0224267,10.1123027,204.3012387,0,0,0,0,0,0,204.3012387
16064077,Nottertal-Heilinger Höhen,Obermehler-Schlotheim,17006.66154,2.024602564,1268.418365,0.000404921,94.90335028,1.254461793,25.34418775,0,0,0,0,0,0,25.34418775
16065003,Bad Frankenhausen/Kyffhäuser,Bad Frankenhausen,36665.39789,4.36492832,2734.638068,0.000872986,204.6062416,2.70454849,54.64063161,0,0,0,0,0,0,54.64063161
16067008,Crawinkel,Crawinkel,16784.10981,1.99810831,1251.819652,0.000399622,93.66143076,1.238045717,25.0125299,0,0,0,0,0,0,25.0125299
16067029,Gotha,Gotha-Ost,26910.21362,3.20359686,2007.061121,0.000640719,150.1687691,1.984977167,40.1029623,0,0,0,0,0,0,40.1029623
16068034,Kölleda,Sömmerda-Dermsdorf,85534.04909,10.18262489,6379.438933,0.002036525,477.3110703,6.309245136,127.4671689,0,0,0,0,0,0,127.4671689
16070001,Alkersleben,Arnstadt-Alkersleben,135200.1773,16.09525921,10083.71852,0.003219052,754.4661107,9.972766054,201.4821469,0,0,0,0,0,0,201.4821469
16071089,Umpferstedt,Weimar-Umpferstedt,64521.45637,7.681125759,4812.243722,0.001536225,360.0531686,4.759293978,96.1531398,0,0,0,0,0,0,96.1531398
16073076,Rudolstadt,Rudolstadt-Groschwitz,40615.69113,4.835201325,3029.265235,0.00096704,226.6503131,2.995933835,60.52755854,0,0,0,0,0,0,60.52755854
16074086,Schöngleina,Jena-Schöngleina,172867.058,20.57941167,12893.0508,0.004115882,964.6609901,12.75118688,257.6152389,0,0,0,0,0,0,257.6152389
16077036,Nobitz,Altenburg-Nobitz,86034.79049,10.24223696,6416.786039,0.002048447,480.1053893,6.346181306,128.2133991,0,0,0,0,0,0,128.2133991
