ags,land_total,land_settlement,land_traffic,veg_agri,veg_forrest,veg_wood,veg_heath,veg_moor,veg_marsh,veg_plant_uncover_com,water_total,settlement_ghd
08236046,2202,302,158,945,745,5,0,0,0,28,19,36
08236050,1426,150,102,719,440,0,0,0,0,7,8,26
08236061,1732,119,87,644,854,2,2,0,0,9,14,23
08236062,1478,170,97,797,400,1,0,0,0,5,8,17
08236065,2462,225,146,1402,653,13,0,0,0,14,8,32
08236067,806,96,60,311,327,5,0,0,0,2,5,18
08236068,735,114,56,404,147,9,0,0,0,1,5,21
08236070,2982,265,181,1561,937,1,0,0,0,20,16,27
08236071,2406,310,161,971,939,1,0,0,0,9,15,43
08236072,3308,361,146,1098,1688,0,0,0,0,5,10,47
08236073,2319,198,145,1450,502,14,0,0,0,3,8,16
08236074,1362,126,90,759,366,1,0,0,0,17,3,8
08236075,1564,164,93,942,346,4,0,0,2,4,9,25
08236076,3371,290,191,1641,1205,23,0,0,0,9,12,36
08237000,87040,4967,3735,22570,54162,450,99,0,11,520,526,801
08237002,6456,331,232,1393,4367,20,3,0,0,29,81,49
08237004,18958,602,437,1520,15927,187,72,0,0,53,160,84
08237019,2420,299,165,753,1155,12,0,0,0,30,5,59
08237024,1829,221,159,980,459,1,0,0,0,4,5,60
08237027,3282,250,326,2046,601,9,0,0,0,28,20,36
08237028,8754,698,436,1667,5830,31,23,0,0,46,23,80
08237030,1552,133,101,668,600,11,0,0,0,20,17,26
08237032,1218,33,36,205,926,0,0,0,0,4,15,2
08237040,11976,1017,819,6102,3668,110,0,0,6,198,57,172
08237045,7925,398,311,2727,4392,9,1,0,0,44,42,69
08237054,4469,298,159,1132,2869,2,0,0,0,5,4,56
08237061,1703,138,138,962,429,23,0,0,0,5,8,24
08237072,348,11,16,121,197,0,0,0,0,1,2,1
08237073,5849,128,178,709,4773,5,0,0,0,12,44,19
08237074,2987,294,142,1149,1348,12,0,0,4,26,12,46
08237075,7315,116,80,434,6620,17,0,0,0,16,32,19
08311000,15304,3484,1449,3451,6526,86,0,0,0,101,207,424
08315000,137832,8953,6095,54080,64774,856,0,28,2,937,2108,1415
08315003,400,36,14,190,155,2,0,0,0,2,1,1
08315004,1415,122,104,1045,128,6,0,0,0,6,3,38
08315006,3569,483,279,2695,30,13,0,0,0,13,55,48
08315007,1303,177,58,299,740,17,0,0,0,6,5,2
08315008,661,75,50,362,155,7,0,0,0,6,7,11
08315013,1300,153,134,804,158,3,0,0,0,35,12,43
08315014,1643,84,53,432,1034,7,0,0,0,27,6,8
08315015,5459,625,269,2745,1329,39,0,0,0,31,421,172
08315016,3990,103,113,1616,2095,11,0,0,0,36,16,7
08315020,3898,116,75,1055,2588,36,0,0,0,12,17,19
08315022,1531,166,133,1175,11,13,0,0,0,26,8,34
08315028,818,61,40,291,399,23,0,0,0,3,1,4
08315030,1230,117,147,787,121,8,0,0,0,33,17,13
08315031,2877,132,59,781,1889,4,0,0,0,5,7,29
08315033,1003,177,116,642,51,8,0,0,0,3,6,78
08315037,2497,146,98,892,1326,6,0,0,0,14,16,4
08315039,2706,101,80,432,2081,2,0,0,0,3,7,24
08315041,3074,105,51,927,1950,23,0,0,0,7,12,9
08315043,875,90,65,481,214,4,0,0,0,10,10,21
08315047,1429,204,84,464,661,6,0,0,0,4,6,19
08315048,2605,266,168,1312,728,15,0,0,0,14,103,69
08315050,1171,212,109,770,32,17,0,0,0,7,25,61
08315051,403,27,11,195,168,1,0,0,0,1,1,0
08315052,3337,133,72,604,2433,30,0,26,0,12,27,3
08315056,875,36,28,437,361,8,0,0,0,3,2,1
08315059,2300,170,190,1280,552,8,0,0,0,92,8,25
08315064,2113,289,151,1144,456,35,0,0,0,8,30,23
08315068,5792,227,166,1248,4031,28,0,0,0,51,40,17
08315070,8802,413,315,4045,3929,16,0,0,0,55,30,42
08315072,1440,106,126,867,316,4,0,0,0,17,5,27
08315073,276,84,19,112,55,4,0,0,0,2,1,4
08315074,5791,569,383,2575,2167,46,0,0,1,27,23,92
08315076,4410,520,305,1917,1306,90,0,0,0,38,234,152
08315084,6632,114,101,1358,5000,21,0,0,0,21,17,9
08315089,361,48,32,150,126,1,0,0,0,2,1,2
08315094,3332,78,89,1328,1818,2,0,2,0,3,10,4
08315095,3593,93,85,1671,1714,10,0,0,0,7,13,4
08315098,1956,163,168,1280,310,5,0,0,0,9,19,16
08315102,6943,174,165,1097,4935,31,0,0,0,12,530,8
08315107,380,29,14,165,170,1,0,0,0,1,1,1
08315108,2332,218,108,817,1151,5,0,0,0,5,28,27
08315109,2632,123,63,979,1410,42,0,0,0,9,6,5
08315111,2274,91,47,350,1772,4,0,0,0,5,5,7
08315113,8964,497,316,3057,4929,25,0,0,0,12,128,77
08315115,872,151,49,351,298,9,0,0,0,2,12,43
08315125,504,43,17,208,230,5,0,0,0,2,1,0
08315130,6774,162,126,1902,4450,103,0,0,0,15,17,10
08315131,3776,203,163,1567,1793,25,0,0,0,9,15,26
08315132,1779,219,99,1120,275,11,0,0,0,9,46,40
08315133,3736,222,391,2056,743,20,0,0,0,203,101,33
08316000,67980,5028,2815,27200,30952,239,0,0,5,756,986,806
08316002,1266,127,95,892,76,17,0,0,0,35,25,28
08316003,3135,76,67,1280,1695,6,0,0,0,3,8,3
08316009,1694,284,154,973,264,2,0,0,0,2,17,38
08316010,7528,236,143,1958,5126,24,0,0,0,13,28,32
08316011,3378,669,225,1298,1086,13,0,0,0,51,38,71
08316012,2670,300,228,1553,447,10,0,0,0,123,8,70
08316013,1078,83,42,631,302,1,0,0,0,12,7,3
08316014,2478,135,78,919,1320,6,0,0,0,5,15,14
08316017,3548,476,244,1606,1108,13,0,0,0,73,29,112
08316020,3693,315,229,1524,1409,23,0,0,0,122,71,61
08316024,1113,114,78,526,337,5,0,0,0,47,8,34
08316036,479,73,24,265,115,0,0,0,0,0,2,7
08316037,1833,154,149,1272,119,14,0,0,0,50,76,38
08316038,2078,140,127,1249,401,7,0,0,0,57,96,17
08316039,1629,104,44,675,784,3,0,0,0,7,12,12
08316042,7431,127,77,1106,6051,18,0,0,0,12,38,10
08316043,4026,399,231,1740,1455,17,0,0,4,89,92,91
08316045,788,77,32,499,159,2,0,0,0,6,13,8
08316049,1909,85,50,726,919,7,0,0,1,8,113,13
08316051,1695,149,58,1086,300,2,0,0,0,9,91,31
08316053,2200,140,70,1280,544,24,0,0,0,20,124,13
08316054,5290,214,122,2371,2561,9,0,0,0,1,10,12
08316055,2195,95,54,677,1347,5,0,0,0,3,14,11
08316056,4847,457,196,1095,3030,10,0,0,0,6,52,76
08317000,186029,15311,7820,69761,87431,579,0,12,22,1314,3779,3021
08317001,6524,1004,521,4074,716,52,0,0,0,31,125,248
08317005,3802,418,242,2181,841,15,0,0,0,32,72,117
08317008,4120,112,70,506,3411,5,0,0,0,4,13,18
08317009,968,92,36,350,471,0,0,0,0,12,7,14
08317011,2239,130,101,774,1180,2,0,0,0,4,49,21
08317021,2631,133,95,1130,1254,4,0,0,0,8,7,9
08317026,4880,417,219,1995,2108,3,0,0,0,94,45,74
08317029,2029,63,31,585,1321,12,0,0,0,10,9,5
08317031,4657,454,271,2196,1645,5,0,0,0,40,46,102
08317034,6190,373,188,1694,3826,15,0,0,0,45,48,70
08317039,3174,105,76,610,2342,12,0,0,0,9,20,21
08317040,1867,184,88,431,1129,1,0,0,0,14,20,33
08317041,3607,194,97,834,2441,4,0,0,0,12,24,51
08317046,1816,59,27,531,1189,4,0,0,0,2,4,5
08317047,2895,276,171,1697,697,13,0,0,0,5,37,27
08317051,5445,134,116,1110,3923,91,0,0,0,44,27,21
08317056,1793,207,95,709,766,5,0,0,0,4,8,31
08317057,7507,1281,498,3897,1059,28,0,0,0,168,576,366
08317059,2085,275,102,891,765,1,0,0,0,41,9,139
08317065,6984,1336,705,2162,2577,15,0,0,0,79,110,231
08317067,2154,61,51,555,1465,0,0,0,0,3,18,3
08317068,1500,125,43,569,751,3,0,0,0,2,7,7
08317073,1659,199,123,692,626,4,0,0,0,2,13,73
08317075,2135,248,105,1225,482,5,0,0,0,10,60,25
08317078,3122,52,55,1013,1981,14,0,0,0,3,5,2
08317085,3775,99,55,622,2983,2,0,0,0,6,8,18
08317088,4092,90,55,904,3032,1,0,0,0,1,9,8
08317089,6910,627,340,3371,2463,7,0,0,0,24,76,103
08317093,5126,97,60,733,4202,3,0,0,0,6,24,16
08317096,7837,1596,706,2994,2256,6,0,0,0,69,209,298
08317097,1114,112,40,322,609,1,0,0,0,10,19,16
08317098,7298,175,147,1059,5866,4,0,0,0,14,32,32
08317100,566,103,48,297,78,3,0,0,0,25,11,15
08317102,2526,125,68,695,1602,19,0,0,0,8,9,12
08317110,3208,306,159,1852,735,7,0,0,0,48,101,92
08317113,1131,171,82,436,424,4,0,0,0,10,4,20
08317114,1327,192,79,740,240,15,0,0,1,15,44,2
08317116,1673,214,72,740,615,3,0,9,0,5,15,62
08317118,1813,114,67,453,1158,8,0,3,0,6,3,3
08317121,5027,115,98,1484,3307,6,0,0,0,8,9,6
08317122,2104,274,112,914,744,0,0,0,0,4,56,63
08317126,1904,73,59,316,1434,2,0,0,0,9,10,7
08317127,2983,151,59,776,1984,2,0,0,0,4,8,13
08317129,3332,161,99,1232,1784,3,0,0,0,8,46,34
08317141,5527,422,247,3755,885,23,0,0,0,48,146,118
08317145,6798,189,123,1082,5320,26,0,0,0,14,43,28
08317146,3641,256,126,1352,1862,2,0,0,0,7,36,39
08317150,3835,311,167,2003,947,6,0,0,2,70,328,43
08317151,5784,545,246,3623,903,73,0,0,0,65,329,85
08317152,2572,186,97,1447,740,4,0,0,14,17,67,27
08317153,7350,672,280,3935,1764,12,0,0,0,118,570,147
08325000,76942,6303,4164,32462,32700,392,20,0,3,441,457,1064
08325001,2575,198,108,1418,829,2,0,0,0,10,10,29
08325009,2245,161,128,1367,584,0,0,0,0,2,3,19
08325011,4226,242,244,2141,1510,28,0,0,0,24,36,19
08325012,4491,312,230,2172,1698,11,0,0,0,49,20,36
08325014,4845,331,221,2668,1541,30,0,0,0,36,18,72
08325015,2968,186,179,1243,1275,25,0,0,0,21,38,24
08325024,1060,119,43,510,385,0,0,0,0,2,1,20
08325036,1997,108,54,708,1099,18,0,0,0,5,5,8
08325045,5592,584,368,2582,1952,28,3,0,0,38,39,107
08325049,7176,867,490,2700,2928,56,0,0,0,64,70,130
08325050,4214,89,73,365,3639,16,0,0,0,13,19,16
08325051,3421,139,100,383,2728,36,0,0,0,8,28,21
08325053,8070,822,347,3159,3619,54,0,0,0,39,30,153
08325057,8762,625,519,4173,3270,53,0,0,0,58,65,93
08325060,933,124,89,425,291,0,0,0,0,1,3,18
08325061,2471,260,204,916,1032,3,17,0,0,13,25,47
08325064,1748,147,88,862,621,7,0,0,0,19,4,29
08325069,3376,368,246,1679,1037,10,0,0,0,21,14,101
08325070,2460,171,117,1304,849,4,0,0,0,8,7,31
08325071,1098,103,44,581,367,0,0,0,0,1,2,8
08325072,3215,347,273,1106,1447,11,0,0,3,7,21,83
08326000,102534,7739,4479,42067,46700,292,0,156,0,414,687,1227
08326003,6208,498,407,3966,1261,10,0,0,0,24,43,36
08326005,9872,405,481,4754,4111,31,0,0,0,49,41,63
08326006,6214,288,199,2444,3159,9,0,0,0,51,64,70
08326010,1003,135,60,582,222,1,0,0,0,2,2,28
08326012,10469,1126,595,5331,3012,47,0,80,0,59,217,171
08326017,8257,320,208,2474,5194,14,0,4,0,16,27,50
08326020,1849,52,37,599,1149,4,0,0,0,3,6,10
08326027,5853,396,276,3332,1772,8,0,0,0,27,43,71
08326031,4020,323,129,1801,1751,3,0,0,0,4,7,13
08326037,956,130,50,398,373,1,0,0,0,0,3,40
08326041,3308,273,116,1546,1331,5,0,0,0,22,15,44
08326052,5985,440,220,2428,2856,10,0,0,0,13,19,80
08326054,2780,116,53,1035,1538,23,0,2,0,2,12,6
08326055,3671,150,86,967,2421,27,0,0,0,7,13,23
08326060,3333,150,127,978,2012,29,0,0,0,22,15,22
08326061,1559,191,134,764,453,1,0,0,0,10,6,37
08326065,1317,93,51,705,450,1,0,0,0,3,14,8
08326068,7047,145,132,1253,5455,8,0,0,0,18,37,22
08326074,16553,2324,1023,5261,7653,59,0,70,0,72,93,417
08326075,2280,187,95,1450,526,2,0,0,0,10,11,16
08327000,73438,5678,3306,26925,36516,216,9,4,1,430,354,1195
08327002,2217,325,134,977,748,8,0,0,0,16,9,79
08327004,1269,31,49,290,870,4,0,0,0,17,9,5
08327005,761,57,39,257,406,1,0,0,0,1,1,11
08327006,1631,85,48,720,760,4,0,0,0,16,0,14
08327007,829,70,30,407,308,1,0,0,0,12,1,19
08327008,1830,52,58,949,756,1,0,0,0,8,6,6
08327009,1091,99,42,438,504,0,0,0,0,4,4,19
08327010,1503,136,91,694,546,15,0,0,0,13,8,22
08327011,1482,93,52,625,705,2,0,0,0,3,2,9
08327012,900,60,56,435,336,0,0,0,0,3,10,10
08327013,767,35,28,170,518,2,0,0,0,9,4,9
08327016,2247,122,90,594,1387,5,0,0,0,11,36,30
08327017,879,104,50,387,324,0,0,0,0,12,3,25
08327018,7375,341,402,2994,3533,14,0,3,0,26,63,78
08327019,932,164,51,264,418,26,0,0,0,9,1,42
08327020,544,36,28,318,158,0,0,0,0,1,2,4
08327023,587,42,23,232,289,0,0,0,0,2,0,2
08327025,7405,308,289,2285,4458,8,0,1,0,22,34,81
08327027,1456,51,51,698,622,15,0,0,0,19,0,5
08327029,437,40,16,162,213,2,0,0,0,3,0,8
08327030,1650,74,35,802,700,6,0,0,0,33,1,8
08327033,1220,46,35,522,601,0,0,0,0,14,2,4
08327036,2174,127,95,622,1286,2,0,0,0,18,23,20
08327038,4625,335,143,2220,1912,3,0,0,0,11,2,142
08327040,610,26,17,154,406,2,0,0,0,4,2,6
08327041,771,61,21,396,282,4,0,0,0,7,0,14
08327046,1850,439,142,509,726,7,0,0,0,20,6,103
08327048,1312,98,87,580,487,34,5,0,0,11,10,13
08327049,2420,490,190,1000,711,12,0,0,0,7,9,91
08327050,9045,931,458,1931,5556,24,0,0,0,62,82,189
08327051,1459,166,60,315,898,3,5,0,0,6,7,28
08327054,1542,136,82,360,950,0,0,0,0,8,6,23
08327055,1965,102,69,708,1062,3,0,0,0,10,9,9
08327056,1198,144,57,519,473,0,0,0,0,4,1,30
08327057,5454,254,186,2391,2605,6,0,0,0,8,3,36
08335000,81798,8468,4746,39863,26780,606,0,25,33,305,971,1220
08335001,1068,100,57,441,435,22,0,0,0,0,12,18
08335002,2653,237,118,1072,1183,3,0,0,3,5,34,11
08335015,762,60,36,417,200,2,0,0,1,6,42,2
08335021,5927,268,184,3164,2262,13,0,0,1,17,17,29
08335022,7056,425,412,3203,2894,61,0,0,0,28,34,79
08335025,1252,156,63,612,353,15,0,0,7,2,44,4
08335026,1318,111,49,427,679,14,0,0,0,2,35,3
08335028,2358,325,183,1155,650,13,0,0,2,11,19,69
08335035,5302,356,315,3519,1016,25,0,0,0,29,41,42
08335043,5412,1256,435,1736,1740,102,0,0,17,9,116,104
08335055,1437,118,60,801,434,7,0,0,0,1,15,8
08335057,3267,164,119,1899,1045,9,0,0,1,10,19,23
08335061,2818,185,95,1301,1123,94,0,0,0,4,17,6
08335063,5855,807,405,2497,1899,38,0,25,0,16,168,126
08335066,1271,170,103,445,394,27,0,0,0,11,122,13
08335075,6177,1276,624,2476,1651,31,0,0,1,31,88,291
08335077,2452,307,120,1260,710,16,0,0,0,20,19,75
08335079,6973,728,350,3625,2177,39,0,0,0,21,33,137
08335080,6203,241,353,3549,1986,31,0,0,0,29,14,17
08335081,515,101,46,295,55,6,0,0,0,3,8,12
08335096,3049,135,85,1739,1051,4,0,0,0,12,24,16
08335097,1782,157,159,1025,403,4,0,0,0,17,18,26
08335098,2808,202,130,1114,1333,16,0,0,0,1,12,29
08335099,2223,285,126,1042,750,5,0,0,0,9,7,37
08335100,1859,299,120,1048,359,6,0,0,0,12,14,44
08336000,80666,6847,3839,27246,40596,1046,0,0,0,172,920,925
08336004,921,23,35,329,517,15,0,0,0,0,3,0
08336006,1693,289,138,914,241,37,0,0,0,15,59,14
08336008,581,97,73,396,2,3,0,0,0,1,9,15
08336010,567,5,19,148,372,20,0,0,0,0,2,0
08336014,4375,369,354,2672,803,25,0,0,0,25,126,50
08336019,355,81,42,205,15,3,0,0,0,1,8,10
08336024,189,23,20,142,3,0,0,0,0,0,1,0
08336025,1619,21,46,734,737,74,0,0,0,0,7,0
08336034,1165,43,42,332,721,23,0,0,0,1,3,2
08336036,514,69,23,104,304,3,0,0,0,0,10,10
08336043,948,63,43,385,450,4,0,0,0,1,2,2
08336045,6226,344,229,2346,3247,16,0,0,0,14,29,24
08336050,3937,925,348,1023,1559,36,0,0,0,7,39,112
08336057,975,153,50,345,398,14,0,0,0,0,14,38
08336069,6284,960,390,2278,2448,56,0,0,0,13,139,161
08336073,446,42,25,151,210,1,0,0,0,12,5,3
08336075,395,26,23,301,44,0,0,0,0,0,1,1
08336078,3746,227,207,1736,1509,34,0,0,0,20,13,21
08336079,1472,91,33,148,1161,31,0,0,0,1,8,18
08336080,743,19,24,250,443,3,0,0,0,0,3,0
08336081,6793,549,272,2281,3572,79,0,0,0,4,37,80
08336082,2003,111,70,656,1054,35,0,0,0,5,72,6
08336084,4685,312,146,1325,2862,18,0,0,0,4,18,26
08336087,6975,219,159,1597,4897,65,0,0,0,5,34,20
08336089,405,8,11,174,185,27,0,0,0,0,1,-
08336090,740,28,22,201,474,5,0,0,0,4,6,6
08336091,1946,682,345,612,200,26,0,0,0,6,76,130
08336094,180,14,10,49,91,11,0,0,0,0,4,3
08336096,1225,35,31,501,641,14,0,0,0,0,3,2
08336100,450,28,19,140,258,0,0,0,0,0,4,3
08336103,3612,177,116,946,2206,141,0,0,0,2,24,19
08336104,2490,84,59,528,1795,6,0,0,0,13,4,5
08336105,1726,494,113,413,566,10,0,0,0,13,116,134
08336106,2504,43,86,938,1321,107,0,0,0,1,8,3
08336107,7782,192,213,1947,5291,104,0,0,0,3,32,8
08337000,113115,7462,4543,43597,54649,1190,0,5,10,198,1462,989
08337002,3970,348,207,1817,1439,49,0,0,0,18,92,46
08337013,3800,119,80,1411,2139,11,0,0,0,24,17,24
08337022,7591,314,249,2761,4160,52,0,0,0,29,25,45
08337027,3560,108,95,1042,2223,70,0,0,0,4,17,8
08337030,1438,77,51,824,479,5,0,0,0,1,2,4
08337032,745,88,49,229,267,8,0,0,0,0,104,17
08337038,5041,247,173,1535,3032,22,0,0,0,3,29,22
08337039,4854,165,106,1415,3128,24,0,0,0,3,12,33
08337045,888,63,38,144,611,22,0,0,0,1,10,6
08337049,3751,191,118,1246,2153,17,0,0,0,1,25,6
08337051,2956,137,86,887,1806,24,0,4,0,6,6,8
08337053,2759,180,131,1408,890,41,0,0,3,9,96,16
08337059,2138,30,41,650,1368,45,0,0,0,0,4,4
08337060,2062,202,86,716,956,31,0,0,1,11,59,30
08337062,4587,326,233,2315,1636,35,0,0,0,4,38,56
08337065,1277,241,123,520,338,11,0,0,0,1,42,44
08337066,2357,338,118,912,877,34,0,0,0,8,70,47
08337070,1339,208,77,551,449,23,0,0,1,2,30,16
08337076,2091,269,99,661,992,28,0,0,0,1,42,42
08337090,3465,315,140,1505,1429,47,0,0,0,7,22,17
08337096,2535,533,161,547,1133,28,0,0,0,0,132,89
08337097,5441,157,113,846,4214,32,0,0,0,15,63,19
08337106,9320,376,422,4678,3632,141,0,0,4,11,55,36
08337108,2809,115,86,453,2118,24,0,0,0,0,11,12
08337116,3564,413,174,851,1968,75,0,0,0,1,82,85
08337118,3565,155,153,1708,1493,25,0,0,1,8,22,16
08337123,2647,259,135,1404,787,25,0,0,0,3,35,52
08337124,1395,73,84,610,590,12,0,0,0,2,24,12
08337125,2617,245,117,1200,932,34,0,0,0,1,88,35
08337126,7796,782,441,3378,2926,126,0,0,0,6,136,108
08337127,3051,91,93,1816,1015,8,0,0,0,15,14,6
08337128,7708,297,263,3556,3471,61,0,0,0,3,56,28
08415000,109248,9059,5764,51470,40536,972,475,0,2,693,275,1271
08415014,1579,279,118,736,427,4,0,0,0,7,8,75
08415019,2313,276,119,940,942,15,0,0,0,10,11,36
08415027,4583,128,170,1866,2301,29,40,0,0,36,11,7
08415028,1453,83,66,882,413,7,0,0,0,2,0,8
08415029,350,72,27,154,94,1,0,0,0,1,1,13
08415034,6337,179,245,2688,3010,105,59,0,0,42,9,15
08415039,641,105,27,342,163,0,0,0,0,3,0,12
08415048,1710,83,89,1119,408,5,0,0,0,6,0,7
08415050,3455,601,295,1368,1133,9,0,0,0,15,34,120
08415053,11693,770,633,6379,3533,195,0,0,1,166,16,95
08415058,5409,131,181,2898,2121,41,0,0,0,38,0,12
08415059,3014,454,219,1082,1205,26,0,0,0,14,14,61
08415060,1731,273,144,664,621,13,0,0,0,4,11,30
08415061,8704,2526,853,3248,1890,62,0,0,0,48,77,341
08415062,464,100,44,228,85,1,0,0,0,3,3,24
08415073,7920,379,401,3957,2984,71,48,0,0,69,10,55
08415078,5542,381,276,1566,3230,39,0,0,0,25,26,53
08415080,534,118,48,265,93,0,0,0,0,4,5,12
08415085,4539,168,173,1674,2451,22,1,0,0,36,13,23
08415087,1444,148,113,690,486,1,0,0,0,2,5,13
08415088,4604,238,277,2623,1380,48,13,0,0,23,1,25
08415089,3152,258,150,1545,1165,8,0,0,0,26,0,71
08415090,6171,290,289,3300,2194,62,0,0,0,36,1,68
08415091,6125,442,311,2995,2241,99,0,0,1,32,5,44
08415092,3424,294,167,1241,1655,42,0,0,0,16,8,28
08415093,5892,272,262,2595,2660,68,2,0,0,28,4,23
08416000,51911,6133,3439,23551,17762,240,0,0,1,309,476,846
08416006,1383,240,102,528,497,0,0,0,0,5,9,48
08416009,1102,141,54,210,688,3,0,0,0,1,4,22
08416011,1305,185,114,712,255,24,0,0,0,5,10,32
08416015,1732,249,111,855,488,4,0,0,0,16,8,34
08416018,1283,105,72,676,422,1,0,0,0,4,1,19
08416022,1099,166,84,573,199,5,0,0,0,7,65,30
08416023,2424,318,199,1449,443,2,0,0,0,4,9,64
08416025,5003,621,338,1979,1963,53,0,0,0,22,27,79
08416026,858,136,75,426,211,0,0,0,0,5,6,31
08416031,1515,194,87,759,446,10,0,0,0,12,7,43
08416036,14226,1317,943,7552,4139,53,0,0,0,93,130,202
08416041,10806,1737,744,2914,5160,66,0,0,0,53,132,179
08416048,4804,363,293,2396,1648,10,0,0,0,59,34,42
08416049,1587,135,113,1038,289,2,0,0,0,7,4,10
08416050,2784,227,111,1483,914,7,0,0,0,16,28,11
08417000,91758,7854,4982,40250,37097,509,17,0,3,656,391,1149
08417002,9032,1300,635,3936,3019,19,0,0,0,65,58,179
08417008,3283,386,254,1315,1266,19,0,0,0,22,21,69
08417010,882,142,61,248,428,1,0,0,0,2,0,20
08417013,12331,526,508,5231,5857,68,13,0,0,103,25,71
08417014,454,23,31,270,124,2,0,0,0,2,3,0
08417015,655,141,42,344,120,1,0,0,0,4,3,20
08417016,1001,196,51,395,344,2,0,0,0,8,4,54
08417022,3196,243,177,1397,1347,11,0,0,0,10,11,25
08417023,1615,115,79,875,529,1,0,0,0,6,10,20
08417025,7644,545,466,3929,2534,38,0,0,2,58,74,84
08417029,849,21,30,303,489,0,0,0,0,3,3,0
08417031,6641,765,420,2747,2574,34,0,0,0,66,36,115
08417036,933,73,31,324,477,10,0,0,0,15,4,15
08417044,7680,502,315,3868,2890,37,0,0,0,57,12,47
08417045,2076,97,91,899,845,120,0,0,0,18,5,13
08417047,1501,81,61,583,757,3,0,0,0,15,0,11
08417051,2166,209,134,1007,753,15,0,0,1,29,18,31
08417052,576,36,21,202,289,0,0,0,0,22,4,5
08417054,5111,356,264,2619,1759,57,0,0,0,19,36,58
08417057,2325,221,153,1069,827,2,0,0,0,35,17,46
08417063,2491,147,146,993,1179,4,0,0,0,13,8,29
08417071,308,27,16,129,134,0,0,0,0,1,0,3
08417075,5063,279,257,2236,2266,1,0,0,0,23,1,23
08417078,504,22,23,303,146,2,0,0,0,5,2,1
08417079,13440,1398,716,5028,6144,60,3,0,0,55,36,210
08421000,11868,2747,1261,5319,2229,61,0,2,0,72,176,552
08425000,135855,9561,7344,76472,39863,681,31,0,69,713,1120,1558
08425002,4587,375,208,2191,1728,32,0,0,16,23,15,57
08425004,780,67,38,505,159,2,0,0,0,7,1,13
08425005,2577,86,102,1269,1110,3,0,0,0,2,5,7
08425008,4980,247,251,2672,1769,7,0,0,0,27,7,88
08425011,1286,54,59,1020,147,0,0,0,0,1,5,4
08425013,1422,44,73,885,418,0,0,0,0,2,1,3
08425014,1434,90,81,878,378,4,0,0,0,3,1,16
08425017,2613,133,153,1734,572,10,0,0,0,12,0,13
08425019,1394,83,69,830,400,1,0,0,0,4,7,7
08425020,7911,617,409,3364,3371,47,0,0,0,67,36,100
08425022,628,28,29,433,135,1,0,0,0,1,1,3
08425024,289,18,28,185,54,0,0,0,0,0,3,0
08425028,1875,225,99,695,792,28,0,0,0,12,25,39
08425031,5923,437,363,3564,1532,3,0,0,0,24,1,75
08425033,17833,1399,833,9936,5235,97,0,0,1,97,236,245
08425035,752,16,36,348,325,13,0,0,5,4,5,0
08425036,740,44,38,589,61,0,0,0,0,3,4,4
08425039,6329,568,372,3684,1369,17,0,0,0,49,269,75
08425050,815,39,31,501,228,6,0,0,0,0,9,1
08425052,370,17,20,250,72,8,0,0,0,1,3,1
08425055,352,15,19,258,60,0,0,0,0,0,1,1
08425062,814,17,40,599,157,1,0,0,0,1,0,2
08425064,1036,115,58,727,118,12,0,0,0,1,5,11
08425066,1816,183,83,595,911,14,0,0,0,6,23,14
08425071,6983,548,426,4016,1889,65,0,0,0,38,1,115
08425072,7503,597,516,5498,790,34,0,0,0,22,47,115
08425073,1376,37,64,554,684,20,3,0,1,4,8,0
08425075,4332,232,277,2349,1419,23,3,0,0,16,14,36
08425079,2131,141,189,1046,676,45,23,0,0,11,0,35
08425081,1307,198,104,878,71,7,0,0,0,14,36,47
08425083,830,51,43,520,210,0,0,0,0,3,3,17
08425084,3577,129,191,2463,746,32,0,0,0,16,0,21
08425085,609,19,36,392,160,0,0,0,0,0,2,0
08425088,882,79,54,594,122,2,0,0,0,7,24,6
08425090,2659,122,124,1497,850,9,0,0,1,13,43,9
08425091,1578,93,81,1124,263,2,0,0,0,3,12,5
08425092,809,26,34,571,175,0,0,0,0,2,2,1
08425093,888,97,52,563,82,2,0,0,0,19,73,12
08425097,1403,63,68,1060,172,13,0,0,10,9,7,10
08425098,378,17,23,164,160,2,0,0,0,2,10,2
08425104,1029,131,78,682,56,14,0,0,0,9,59,35
08425108,7587,390,298,3166,3610,17,3,0,36,53,16,88
08425110,1071,67,46,549,392,1,0,0,0,7,9,5
08425112,842,32,51,446,303,1,0,0,0,3,6,2
08425123,562,44,45,395,60,3,0,0,0,4,11,1
08425124,883,51,37,572,214,0,0,0,0,0,9,3
08425125,260,11,12,161,74,0,0,0,0,0,1,1
08425130,1721,63,68,787,801,1,0,0,0,2,0,7
08425134,2291,181,127,1404,553,9,0,0,0,18,0,30
08425135,1310,106,86,681,425,5,0,0,0,3,4,13
08425137,1145,141,79,784,121,5,0,0,0,4,11,13
08425138,1775,151,93,983,527,6,0,0,0,7,9,31
08425139,2258,198,154,1421,461,19,0,0,0,5,0,38
08425140,1757,95,103,616,921,10,0,0,0,5,6,16
08425141,5561,538,298,2820,1774,33,0,0,0,65,34,65
08426000,140953,10613,7117,80908,39443,850,1,0,24,445,1551,1561
08426001,2338,276,158,1797,54,11,0,0,0,10,32,41
08426005,1129,31,36,929,127,1,0,0,0,3,1,0
08426006,410,21,17,333,38,0,0,0,0,0,1,1
08426008,2373,130,80,1186,950,2,0,0,0,10,16,14
