ags,residential_buildings_total,buildings_1flat,buildings_2flats,buildings_3flats,buildings_dorms,residential_buildings_area_total
08226009,3197,1838,654,704,1,695.2
08226010,2742,1768,761,213,0,472.7
08226012,2543,1175,523,838,7,585
08226013,3741,2160,877,704,0,723.6
08226017,765,489,216,60,0,130.4
08226018,2778,1401,593,781,3,661
08226020,726,438,212,76,0,130.5
08226022,785,593,132,60,0,135.8
08226027,159,94,49,15,1,25.5
08226028,2497,1382,497,615,3,571.6
08226029,871,555,231,85,0,153.7
08226031,2755,1642,624,485,4,593.2
08226032,4960,3155,992,804,9,1006.2
08226036,2245,1383,381,481,0,444.4
08226037,3394,2161,741,490,2,660
08226038,2716,1577,513,626,0,577.9
08226040,1870,1357,314,199,0,335.6
08226041,5238,3053,1072,1104,9,1210
08226046,1109,820,208,80,1,185
08226048,1135,750,267,116,2,205.7
08226049,1551,974,424,150,3,270.5
08226054,2594,1889,513,192,0,448.8
08226055,1188,752,314,121,1,201
08226056,3822,2375,880,564,3,732.1
08226058,554,354,155,44,1,95.6
08226059,1919,1327,366,225,1,344.3
08226060,2814,1725,626,460,3,565.1
08226062,2622,1571,524,525,2,574.7
08226063,2659,1557,637,461,4,495.5
08226065,2480,1744,450,284,2,443.6
08226066,626,423,145,58,0,109.2
08226068,2228,1579,431,214,4,387.2
08226076,3535,2258,631,644,2,734.2
08226080,1401,827,404,169,1,239.3
08226081,975,678,234,63,0,165.7
08226082,3684,2015,843,824,2,773
08226084,3723,1882,612,1223,6,1020.7
08226085,9236,6140,1988,1099,9,1754.7
08226086,551,385,134,32,0,92.1
08226091,1633,1057,413,161,2,285.4
08226095,3747,2490,617,634,6,755.6
08226096,10817,6772,2205,1826,14,2227.5
08226097,911,575,222,113,1,167.7
08226098,5887,3606,1220,1060,1,1231.1
08226099,995,599,256,139,1,182
08226101,727,500,165,61,1,123.9
08226102,1543,1120,304,118,1,267.7
08226103,4065,3095,707,261,2,702.5
08226104,748,489,205,53,1,128.9
08226105,3406,2014,690,700,2,663
08226106,1197,835,282,80,0,203.3
08226107,2535,1478,558,498,1,526.6
08231000,18721,9870,2766,6034,51,5113.1
08235000,40235,24710,9657,5823,45,7478.3
08235006,2685,1683,640,359,3,482.4
08235007,2241,1478,522,240,1,375.4
08235008,2297,1336,513,435,13,447.1
08235018,567,360,114,93,0,124
08235020,1353,854,362,136,1,221.5
08235022,579,387,145,47,0,96.1
08235025,353,174,110,69,0,66.1
08235029,1100,707,263,129,1,192.9
08235032,1562,988,382,191,1,257.7
08235033,1879,1005,439,433,2,422.7
08235035,390,184,108,98,0,82.9
08235046,5003,3112,1098,785,8,1008.3
08235047,1615,1096,381,136,2,274
08235050,1042,679,292,70,1,166
08235055,932,619,246,67,0,148.8
08235057,735,478,186,71,0,120.5
08235060,494,307,120,65,2,91.2
08235065,1828,1078,443,305,2,359.9
08235066,614,380,184,50,0,103.2
08235067,785,521,187,77,0,142.5
08235073,695,465,150,80,0,122
08235079,2309,1096,613,600,0,468.8
08235080,2993,1952,765,275,1,510
08235084,909,581,224,103,1,161.6
08235085,5275,3190,1170,909,6,1032.8
08236000,56012,37963,12274,5732,43,9592.6
08236004,2870,1912,579,376,3,508.6
08236011,1024,581,308,133,2,223.9
08236013,1463,1089,276,98,0,239.7
08236019,1035,745,164,126,0,183.2
08236025,1299,866,264,168,1,230.8
08236028,2150,1530,455,164,1,347.6
08236030,1530,799,440,289,2,286.8
08236031,878,598,183,96,1,148.9
08236033,2360,1638,502,219,1,383
08236038,1866,1294,388,179,5,306.7
08236039,854,590,185,79,0,144.2
08236040,6527,4436,1302,780,9,1141.5
08236043,2021,1179,528,308,6,388.5
08236044,1785,1298,405,82,0,265
08236046,2943,1933,592,417,1,546.3
08236050,1479,1088,284,105,2,228.5
08236061,932,709,171,52,0,139
08236062,1726,1241,378,107,0,283.9
08236065,2115,1539,428,148,0,340.7
08236067,824,542,207,74,1,142.5
08236068,909,648,207,54,0,147.8
08236070,2817,1952,620,243,2,478.1
08236071,3334,2174,783,375,2,582.9
08236072,3353,2362,697,293,1,564
08236073,1979,1482,348,147,2,330.1
08236074,1905,1124,570,210,1,322.9
08236075,1093,763,256,74,0,171.4
08236076,2941,1851,754,336,0,516.4
08237000,30715,18611,7563,4522,19,5624.5
08237002,1856,1181,460,214,1,317.1
08237004,3542,1646,1117,778,1,688
08237019,1844,1030,451,363,0,375.2
08237024,1227,862,255,109,1,206
08237027,1753,1251,357,144,1,284.4
08237028,4833,2593,1042,1189,9,1051.1
08237030,705,397,205,103,0,120.8
08237032,200,134,53,13,0,31.9
08237040,7046,4798,1498,748,2,1211.9
08237045,2189,1328,607,253,1,383.9
08237054,1762,1115,431,216,0,319.7
08237061,692,428,194,70,0,116.6
08237072,68,50,18,0,0,9.5
08237073,625,406,153,64,2,100.5
08237074,1815,1161,475,178,1,302.1
08237075,558,231,247,80,0,105.8
08311000,26339,10920,3966,11296,157,8855.3
08315000,60102,35123,13976,10937,66,12318.7
08315003,361,184,112,65,0,76.3
08315004,723,504,149,69,1,124.9
08315006,3881,2460,622,795,4,891.1
08315007,1135,696,225,213,1,239
08315008,633,399,150,84,0,120.2
08315013,1113,588,294,229,2,229.8
08315014,585,337,161,86,1,113.7
08315015,3414,2187,677,550,0,683.2
08315016,389,184,127,78,0,74.1
08315020,695,308,238,147,2,143.6
08315022,1167,822,241,102,2,196.8
08315028,713,337,258,118,0,136.4
08315030,865,495,225,144,1,159.3
08315031,571,342,157,72,0,101.6
08315033,624,428,123,72,1,111.4
08315037,637,386,141,109,1,118.1
08315039,530,283,174,73,0,100.5
08315041,676,252,215,209,0,141.1
08315043,740,433,212,95,0,130.7
08315047,2191,1216,357,615,3,552.8
08315048,1179,720,298,161,0,223.7
08315050,1425,939,285,196,5,283.4
08315051,286,156,89,41,0,55.3
08315052,596,295,154,145,2,134.4
08315056,333,200,90,43,0,61
08315059,1572,905,428,239,0,283.5
08315064,2267,1323,430,513,1,486.6
08315068,1177,582,306,287,2,251.8
08315070,2002,1231,511,259,1,368.6
08315072,687,381,219,87,0,124.5
08315073,1014,523,211,276,4,262.9
08315074,4038,2530,768,738,2,875.5
08315076,2979,2037,536,400,6,561.8
08315084,641,281,196,164,0,135.6
08315089,697,390,202,105,0,127
08315094,394,173,133,88,0,78.9
08315095,540,224,174,142,0,109
08315098,1588,983,364,241,0,295
08315102,710,405,148,154,3,155.1
08315107,373,215,106,52,0,71.3
08315108,1800,1164,325,305,6,408.8
08315109,943,482,244,215,2,201.6
08315111,781,495,182,103,1,141.9
08315113,2250,1080,557,608,5,510.4
08315115,948,548,194,205,1,263.6
08315125,410,238,122,50,0,81.2
08315130,1143,513,380,248,2,235.5
08315131,1853,1057,483,312,1,356.1
08315132,2017,1071,501,442,3,424.4
08315133,1816,1141,482,193,0,305.6
08316000,37185,20928,9170,7057,30,7689.1
08316002,1071,579,346,146,0,200.6
08316003,426,264,118,44,0,72.5
08316009,2399,1301,428,665,5,620.9
08316010,1781,880,575,325,1,353.5
08316011,5232,2665,1109,1454,4,1256.6
08316012,2462,1484,594,381,3,481.6
08316013,418,289,90,39,0,68.8
08316014,897,394,262,240,1,210.3
08316017,2660,1656,617,382,5,503.5
08316020,2490,1675,493,322,0,467.2
08316024,852,496,256,100,0,151.8
08316036,770,408,226,136,0,146.8
08316037,865,521,167,177,0,179.4
08316038,1028,693,245,89,1,169.6
08316039,909,497,260,152,0,171.3
08316042,785,358,285,142,0,145.1
08316043,2993,1796,709,488,0,568
08316045,811,521,162,128,0,157.7
08316049,636,448,124,64,0,107.9
08316051,1074,689,255,130,0,182.6
08316053,1116,723,302,90,1,194.9
08316054,1019,521,368,129,1,190.5
08316055,721,317,270,133,1,140.5
08316056,3770,1753,909,1101,7,947.5
08317000,101023,57911,26949,16079,84,20156.5
08317001,6138,3745,1501,887,5,1223.9
08317005,2593,1481,775,336,1,496.9
08317008,612,258,238,116,0,123
08317009,606,296,222,88,0,115.8
08317011,905,471,299,135,0,173.1
08317021,1065,557,367,139,2,205.5
08317026,3390,2188,768,432,2,651.1
08317029,446,232,151,63,0,85.2
08317031,3391,1882,1041,466,2,647.8
08317034,2233,1000,664,566,3,496
08317039,659,368,216,75,0,116.1
08317040,1580,789,442,348,1,338.5
08317041,1236,582,378,274,2,259.7
08317046,400,181,146,72,1,77.4
08317047,2178,1164,731,281,2,407
08317051,968,469,283,216,0,190.7
08317056,1662,932,525,205,0,302.4
08317057,8097,5127,1616,1342,12,1708.8
08317059,1407,831,404,170,2,258.4
08317065,8226,4275,1974,1966,11,1940.9
08317067,502,252,189,61,0,95.4
08317068,1149,659,376,113,1,218
08317073,1245,728,334,181,2,235.2
08317075,1162,780,300,81,1,196.1
08317078,391,162,169,60,0,75.1
08317085,495,269,175,51,0,86.2
08317088,588,286,207,93,2,108.9
08317089,4684,2749,1213,717,5,946
08317093,675,329,269,77,0,122.4
08317096,11701,6407,2437,2845,12,2658.7
08317097,870,507,240,123,0,159.2
08317098,1142,531,435,176,0,219.8
08317100,886,454,268,163,1,174.9
08317102,806,416,274,116,0,149.5
08317110,2067,1358,495,213,1,359.5
08317113,673,430,171,71,1,119.7
08317114,976,531,294,150,1,191.9
08317116,1391,833,362,196,0,263.7
08317118,684,378,185,118,3,146.3
08317121,812,399,333,80,0,145.5
08317122,2017,1234,568,215,0,362.2
08317126,402,195,160,47,0,71.2
08317127,1339,766,417,155,1,241.6
08317129,1020,527,362,131,0,186.2
08317141,2601,1720,586,295,0,476.8
08317145,1422,662,496,264,0,278.4
08317146,1808,922,538,344,4,376.2
08317150,2084,1419,504,160,1,349.6
08317151,2744,1751,759,234,0,481.5
08317152,1372,856,352,164,0,257.3
08317153,3523,2573,740,208,2,584.8
08325000,39626,26033,9199,4374,20,6893.4
08325001,1293,828,354,111,0,216.1
08325009,1071,775,243,53,0,171.9
08325011,1385,1064,269,52,0,210.7
08325012,2033,1454,447,131,1,322.4
08325014,1887,1241,529,115,2,320.5
08325015,1068,688,284,96,0,174.3
08325024,763,454,241,68,0,132.4
08325036,785,360,300,125,0,144.2
08325045,3895,2634,793,467,1,696.8
08325049,5855,3685,1150,1017,3,1175.4
08325050,595,349,207,39,0,98.3
08325051,1113,615,359,139,0,192.6
08325053,5300,2848,1415,1034,3,998.3
08325057,3739,2706,728,303,2,604.4
08325060,977,627,268,82,0,164.5
08325061,1394,1051,247,94,2,211.9
08325064,1067,863,142,60,2,170.1
08325069,1765,1199,380,184,2,320.5
08325070,1014,725,247,41,1,155.2
08325071,697,496,165,36,0,109.7
08325072,1930,1371,431,127,1,303
08326000,47004,26635,11354,8939,76,9817.1
08326003,2896,1741,577,577,1,643
08326005,2644,1728,606,310,0,459.3
08326006,1654,1049,428,177,0,291.5
08326010,984,637,198,148,1,203.8
08326012,5068,3059,1105,895,9,1041.3
08326017,1930,848,653,414,15,415.3
08326020,299,127,124,47,1,53.8
08326027,2002,1345,400,255,2,372.4
08326031,1619,993,411,212,3,302.7
08326037,845,526,199,120,0,156.9
08326041,1706,1061,484,158,3,313.7
08326052,2999,1622,787,588,2,612.9
08326054,661,333,193,135,0,132.8
08326055,956,399,305,252,0,202.4
08326060,1039,454,318,266,1,217.3
08326061,923,654,197,71,1,151
08326065,573,285,176,110,2,125.9
08326068,938,450,355,133,0,169.4
08326074,15947,8655,3421,3837,34,3682.6
08326075,1321,669,417,234,1,269
08327000,37448,25376,7756,4292,24,6589.6
08327002,1975,1415,379,181,0,343.8
08327004,178,140,33,5,0,25.6
08327005,376,281,76,19,0,59.1
08327006,514,454,50,10,0,70.5
08327007,392,334,38,20,0,60.4
08327008,226,181,39,6,0,34.5
08327009,664,559,89,15,1,92
08327010,813,587,169,55,2,133.1
08327011,559,405,126,28,0,85.7
08327012,325,245,64,16,0,51.1
08327013,185,145,33,7,0,27.5
08327016,1054,774,231,47,2,168.3
08327017,655,435,183,36,1,108.2
08327018,1687,1113,416,157,1,296.3
08327019,1089,754,240,94,1,183.7
08327020,242,181,51,10,0,37.7
08327023,287,227,55,5,0,44.7
08327025,1539,901,402,236,0,288.2
08327027,285,249,31,5,0,38.9
08327029,209,182,26,1,0,30
08327030,448,363,72,13,0,66.8
08327033,316,261,51,4,0,43.9
08327036,1162,827,238,97,0,190.5
08327038,1207,919,212,76,0,191.7
08327040,161,135,15,11,0,22.5
08327041,290,247,39,4,0,41.3
08327046,3169,1903,806,459,1,599.5
08327048,426,309,96,21,0,66.9
08327049,3862,2550,729,578,5,711.2
08327050,7872,4533,1683,1647,9,1598.1
08327051,984,705,189,90,0,161.6
08327054,1193,881,226,86,0,199.3
08327055,788,567,169,51,1,126.4
08327056,894,620,209,65,0,148.2
08327057,1422,994,291,137,0,242.4
08335000,57589,32837,11293,13319,140,13111.1
08335001,665,454,146,64,1,115
08335002,1657,892,361,403,1,354.1
08335015,422,246,81,95,0,94.7
08335021,1074,717,254,102,1,188
08335022,2838,1859,609,363,7,537.7
08335025,1175,732,262,181,0,227.6
08335026,818,507,197,112,2,151.6
08335028,2647,1708,514,422,3,499.4
08335035,2467,1659,514,294,0,446.4
08335043,10849,4488,1563,4724,74,3540.6
08335055,1045,704,216,124,1,187.5
08335057,764,500,192,72,0,131.3
08335061,1282,797,312,173,0,233.8
08335063,6326,3496,1250,1574,6,1459.8
08335066,1096,462,295,334,5,239.7
08335075,7696,4099,1375,2200,22,1941.3
08335077,1277,794,305,176,2,240.3
08335079,4223,2690,896,633,4,800.9
08335080,1444,961,377,102,4,244.4
08335081,913,613,217,82,1,159.4
08335096,669,487,146,36,0,112.4
08335097,1153,791,250,112,0,192.5
08335098,1246,674,269,302,1,273.7
08335099,969,647,209,112,1,173.8
08335100,2874,1860,483,527,4,565.2
08336000,49398,30022,9616,9728,32,10702.3
08336004,144,86,47,11,0,26.6
08336006,1015,552,250,212,1,228.5
08336008,862,609,157,96,0,152.9
08336010,28,17,8,3,0,5.3
08336014,2571,1756,548,265,2,447.5
08336019,606,430,94,82,0,129.4
08336024,246,181,49,16,0,41.5
08336025,122,65,40,17,0,24
08336034,323,198,82,42,1,59
08336036,554,309,146,99,0,111
08336043,701,425,162,113,1,144.6
08336045,2262,1492,527,242,1,400.7
08336050,8409,4491,1446,2467,5,2223.1
08336057,915,483,214,218,0,194.2
08336069,6498,3986,1148,1357,7,1485.7
08336073,528,396,95,36,1,93.5
08336075,231,159,55,17,0,40.4
08336078,1671,1156,356,158,1,290.3
08336079,491,226,126,139,0,111.6
08336080,101,61,35,5,0,16.7
08336081,4056,2451,770,833,2,924.6
08336082,654,348,175,131,0,124.4
08336084,2573,1685,514,370,4,497
08336087,1263,620,353,290,0,253.3
08336089,58,27,21,10,0,10.6
08336090,157,84,50,23,0,27.8
08336091,5772,3693,773,1303,3,1283.4
08336094,91,51,32,8,0,16
08336096,158,82,49,27,0,31.4
08336100,287,197,72,18,0,48.3
08336103,1207,564,318,323,2,277.5
08336104,445,296,118,31,0,74.9
08336105,3255,2114,496,644,1,711.2
08336106,229,140,54,35,0,41.4
08336107,915,592,236,87,0,154
08337000,40595,23870,9656,7019,50,8500.7
08337002,1904,1145,509,249,1,378.5
08337013,485,244,133,108,0,104.1
08337022,1630,942,414,272,2,329.3
08337027,406,235,110,61,0,77.8
08337030,409,307,77,24,1,69.8
08337032,616,375,131,109,1,121.1
08337038,1152,663,312,177,0,224.5
08337039,584,318,180,86,0,113
08337045,334,160,106,68,0,69.3
08337049,888,603,185,99,1,151.5
08337051,586,306,126,154,0,138
08337053,1031,640,244,144,3,207.5
08337059,115,72,24,19,0,22.3
08337060,1407,948,267,189,3,275.1
08337062,2098,1342,499,256,1,392.5
08337065,1744,1013,415,312,4,369.7
08337066,2196,1378,475,341,2,442.2
08337070,631,426,135,69,1,122.5
08337076,1706,945,481,280,0,337
08337090,1055,617,294,142,2,204.9
08337096,3191,1805,574,806,6,841.7
08337097,687,323,162,202,0,169.3
08337106,1459,894,376,189,0,274.7
08337108,529,288,116,124,1,108.3
08337116,2943,1715,654,570,4,637.3
08337118,935,565,286,83,1,172
08337123,1649,964,464,218,3,330.8
08337124,486,310,125,51,0,91.7
08337125,1489,929,320,239,1,290.9
08337126,4554,2391,1021,1132,10,1100.5
08337127,338,199,114,25,0,63.3
08337128,1358,808,327,221,2,269.8
08415000,71330,48492,12990,9770,78,12908.7
08415014,2487,1626,542,316,3,442.9
08415019,2835,1958,477,398,2,517.2
08415027,775,596,146,33,0,111.4
08415028,591,472,87,32,0,89.4
08415029,797,552,169,75,1,134.1
08415034,786,592,153,41,0,121.2
08415039,1024,794,193,37,0,149.2
08415048,455,309,99,47,0,72.8
08415050,5030,3207,1001,818,4,989.1
08415053,4108,2961,765,380,2,695.7
08415058,540,453,81,6,0,80.1
08415059,4357,2573,992,789,3,850.8
08415060,2830,2041,542,240,7,490.5
08415061,24140,15917,3625,4564,34,4774.6
08415062,1133,750,220,162,1,193.7
08415073,1955,1388,401,164,2,315.1
08415078,2906,1846,535,521,4,557
08415080,1486,989,292,204,1,248.8
08415085,727,544,146,34,3,111.6
08415087,1555,1130,299,125,1,250.8
08415088,1397,1067,282,47,1,207
08415089,1535,1073,324,134,4,249.8
08415090,1197,904,225,67,1,192.6
08415091,2400,1786,482,131,1,365.9
08415092,2410,1505,584,318,3,419.4
08415093,1874,1459,328,87,0,278
08416000,50812,32254,10212,8178,168,9969.9
08416006,1561,1078,322,160,1,265.9
08416009,1621,1131,332,157,1,283.3
08416011,1598,1051,301,246,0,278.8
08416015,2368,1623,469,275,1,422.4
08416018,978,738,179,60,1,156.6
08416022,1538,1030,321,186,1,266.9
08416023,2487,1736,485,264,2,414.3
08416025,5364,3842,904,618,0,929.9
08416026,1183,846,187,149,1,203.9
08416031,1455,1046,274,135,0,240.3
08416036,11275,7650,2317,1293,15,1957
08416041,13496,6221,2940,4195,140,3607.3
08416048,3234,2156,748,328,2,539
08416049,1094,808,214,70,2,177
08416050,1560,1298,219,42,1,227.3
08417000,59056,45939,8500,4558,59,9367.6
08417002,9637,7336,1243,1047,11,1689
08417008,3009,2354,426,227,2,468.8
08417010,1403,1202,142,59,0,191.1
08417013,4298,3516,610,171,1,623
08417014,168,150,16,2,0,22.9
08417015,373,323,34,16,0,54.5
08417016,643,558,58,27,0,95.7
08417022,2108,1727,282,99,0,313.6
08417023,708,587,91,30,0,102.9
08417025,3721,2957,577,186,1,570.8
08417029,189,165,21,3,0,26
08417031,5395,4067,806,510,12,897.5
08417036,510,414,73,23,0,83.6
08417044,3502,2788,492,219,3,528.3
08417045,684,553,107,24,0,95.8
08417047,562,463,90,9,0,77.1
08417051,1742,1335,325,82,0,274.9
08417052,274,226,33,14,1,40.7
08417054,2029,1655,271,103,0,316.1
08417057,1397,1089,212,92,4,222.7
08417063,872,673,150,48,1,131.9
08417071,213,196,16,1,0,29.6
08417075,2263,1881,292,88,2,320.9
08417078,166,135,27,4,0,23.4
08417079,13190,9589,2106,1474,21,2166.8
08421000,21028,11681,3444,5830,73,5257.7
08425000,55838,38913,11931,4930,64,9536.1
08425002,1404,1032,295,76,1,224
08425004,195,154,36,5,0,30.6
08425005,555,408,129,18,0,83.9
08425008,1150,778,285,85,2,196.8
08425011,348,279,62,7,0,51.5
08425013,218,170,43,5,0,33.3
08425014,734,504,163,66,1,120.9
08425017,653,459,168,26,0,102.6
08425019,665,465,155,45,0,107.3
08425020,3189,2124,665,397,3,565.3
08425022,57,49,7,1,0,8.2
08425024,101,72,24,5,0,15.6
08425028,1768,1130,407,231,0,312
08425031,2510,1706,544,246,14,445.5
08425033,6636,4593,1300,740,3,1221.1
08425035,52,39,13,0,0,7.6
08425036,268,213,43,12,0,43
08425039,3792,2421,966,403,2,662.3
08425050,334,263,52,18,1,53.1
08425052,77,69,8,0,0,9.7
08425055,89,61,22,6,0,15.4
08425062,94,66,23,5,0,14.3
08425064,479,332,128,19,0,77.5
08425066,1060,770,205,85,0,174.4
08425071,3303,2487,549,257,10,560.5
08425072,4035,2753,848,431,3,714.2
08425073,198,140,41,17,0,32
08425075,1410,935,343,132,0,244.8
08425079,594,387,180,25,2,97.6
08425081,1459,999,312,147,1,237.9
08425083,266,201,58,7,0,42.5
08425084,630,440,170,19,1,105.2
08425085,111,77,31,3,0,17.9
08425088,654,465,146,42,1,107.9
08425090,407,320,67,20,0,61.9
08425091,510,396,92,22,0,80.9
08425092,166,114,40,12,0,27.3
08425093,712,496,165,50,1,124.8
08425097,443,355,74,14,0,65.5
08425098,121,96,17,8,0,17.6
08425104,736,589,119,27,1,113.8
08425108,1989,1492,368,120,9,319
08425110,450,314,103,33,0,73.1
08425112,225,180,40,5,0,33.4
08425123,224,179,41,4,0,33.5
08425124,253,192,52,9,0,41.3
08425125,59,45,14,0,0,8.8
08425130,412,279,108,25,0,68.4
08425134,1025,744,244,37,0,159.9
08425135,683,460,174,49,0,110.9
08425137,1448,1035,284,126,3,233.6
08425138,1087,776,231,80,0,171.3
08425139,995,810,150,32,3,146.9
08425140,654,517,100,37,0,104.1
08425141,4151,2483,1027,639,2,803.4
08426000,57644,42006,10717,4852,69,10002.3
08426001,1488,1016,378,94,0,251.4
08426005,191,164,23,4,0,29.4
08426006,111,93,12,6,0,18.3
08426008,746,621,99,26,0,111.2
08426011,641,491,128,21,1,103.2
08426013,1031,656,210,164,1,204.6
08426014,2399,1722,440,236,1,412.9
08426019,954,720,179,53,2,155.4
08426020,264,229,32,3,0,40.2
08426021,7553,4851,1307,1375,20,1571.1
08426028,1288,947,265,75,1,208.4
08426031,837,656,138,42,1,132.9
08426035,848,665,148,35,0,131.6
08426036,145,112,25,8,0,23.1
08426038,1388,1053,266,68,1,220.6
08426043,590,449,117,24,0,94.4
08426044,1064,788,200,74,2,176.6
08426045,1682,1350,259,72,1,265.1
08426058,737,541,145,51,0,122.2
08426062,1012,785,189,38,0,160.8
08426064,181,146,29,6,0,25.5
08426065,654,490,127,37,0,103.8
08426066,1032,778,173,79,2,195.2
08426067,1235,1024,178,31,2,187.8
08426070,5456,3783,983,682,8,1056.6
08426071,1432,1095,285,51,1,229
08426073,1319,848,379,91,1,228.7
08426074,1267,908,247,111,1,219.2
08426078,91,76,15,0,0,13.3
08426087,2552,1762,526,257,7,453.5
08426090,328,256,51,21,0,50
08426097,2884,2108,487,288,1,506.5
08426100,1532,1212,260,59,1,238.3
08426108,2127,1565,449,109,4,342.4
